data,n,p,method,acc,sens,spec,auc,non-zeros
simulate10_10_5_3_data.csv,1000,20,LR,0.811,0.8380952380952381,0.7810526315789473,0.897764411027569,21
simulate10_10_5_3_data.csv,1000,20,Round,0.801,0.7676190476190476,0.8378947368421052,0.8839538847117795,15
simulate10_10_5_3_data.csv,1000,20,Round_Med,0.811,0.878095238095238,0.7368421052631579,0.8926556390977444,15
simulate10_10_5_2_data.csv,1000,20,CPA,0.784,0.8937007874015748,0.6707317073170732,0.886314896613533,13
simulate10_10_5_2_data.csv,1000,20,LR,0.807,0.812992125984252,0.8008130081300813,0.8983359740093463,21
simulate10_10_5_2_data.csv,1000,20,Round,0.771,0.6200787401574803,0.926829268292683,0.8870570866141734,13
simulate10_10_5_2_data.csv,1000,20,Round_Med,0.747,0.5590551181102362,0.9410569105691057,0.8834221560719544,13
simulate0_10_3_3_data.csv,1000,10,CPA,0.866,0.9248554913294798,0.8024948024948025,0.9387635746017249,11
simulate0_10_3_3_data.csv,1000,10,LR,0.874,0.9113680154142582,0.8336798336798337,0.9440051434271087,11
simulate0_10_3_3_data.csv,1000,10,Round,0.813,0.6897880539499036,0.9459459459459459,0.9383890337647561,10
simulate0_10_3_3_data.csv,1000,10,Round_Med,0.861,0.905587668593449,0.8128898128898129,0.9178633947420074,9
simulate0_10_3_2_data.csv,1000,10,CPA,0.87,0.8962655601659751,0.8455598455598455,0.9360170781332607,11
simulate0_10_3_2_data.csv,1000,10,LR,0.87,0.8775933609958506,0.862934362934363,0.9382960316570275,11
simulate0_10_3_2_data.csv,1000,10,Round,0.864,0.8506224066390041,0.8764478764478765,0.933277527675868,11
simulate0_10_3_2_data.csv,1000,10,Round_Med,0.681,0.34024896265560167,0.9980694980694981,0.9034068152325414,8
simulate10_10_3_7_data.csv,1000,20,CPA,0.847,0.9194499017681729,0.7718940936863544,0.9300473353366491,14
simulate10_10_3_7_data.csv,1000,20,LR,0.856,0.8664047151277013,0.845213849287169,0.9361993285824608,21
simulate10_10_3_7_data.csv,1000,20,Round,0.828,0.9449901768172888,0.7067209775967414,0.9299773126492984,15
simulate10_10_3_7_data.csv,1000,20,Round_Med,0.771,0.5717092337917485,0.9775967413441955,0.9268623033862972,13
simulate10_10_3_6_data.csv,1000,20,CPA,0.866,0.906832298136646,0.8278529980657641,0.9414743443420593,15
simulate10_10_3_6_data.csv,1000,20,LR,0.87,0.8633540372670807,0.8762088974854932,0.9458133602444426,21
simulate10_10_3_6_data.csv,1000,20,Round,0.86,0.8012422360248447,0.9148936170212766,0.9389093792424041,15
simulate10_10_3_6_data.csv,1000,20,Round_Med,0.862,0.8923395445134575,0.8336557059961315,0.9415724577611718,15
simulate10_10_0_3_data.csv,1000,20,CPA,0.851,0.8959183673469387,0.807843137254902,0.9412865146058422,19
simulate10_10_0_3_data.csv,1000,20,LR,0.865,0.8367346938775511,0.8921568627450981,0.9445738295318128,21
simulate10_10_0_3_data.csv,1000,20,Round,0.852,0.8714285714285714,0.8333333333333334,0.9415286114445778,19
simulate10_10_0_3_data.csv,1000,20,Round_Med,0.861,0.8346938775510204,0.8862745098039215,0.9396858743497399,19
simulate10_10_0_2_data.csv,1000,20,CPA,0.904,0.9434697855750487,0.8624229979466119,0.9680824237184336,16
simulate10_10_0_2_data.csv,1000,20,LR,0.908,0.9142300194931774,0.9014373716632443,0.9711545004422989,21
simulate10_10_0_2_data.csv,1000,20,Round,0.901,0.9200779727095516,0.8809034907597536,0.9667735389123047,16
simulate10_10_0_2_data.csv,1000,20,Round_Med,0.89,0.9220272904483431,0.8562628336755647,0.9655407055169294,13
simulate0_10_0_7_data.csv,1000,10,CPA,0.887,0.9252525252525252,0.8495049504950495,0.9572777277727773,11
simulate0_10_0_7_data.csv,1000,10,LR,0.89,0.8646464646464647,0.9148514851485149,0.9589538953895389,11
simulate0_10_0_7_data.csv,1000,10,Round,0.887,0.9252525252525252,0.8495049504950495,0.9572777277727773,11
simulate0_10_0_7_data.csv,1000,10,Round_Med,0.859,0.7555555555555555,0.9603960396039604,0.9102610261026103,8
simulate0_10_0_6_data.csv,1000,10,CPA,0.874,0.8742268041237113,0.8737864077669902,0.944724251826644,11
simulate0_10_0_6_data.csv,1000,10,LR,0.875,0.8474226804123711,0.9009708737864077,0.9483495145631069,11
simulate0_10_0_6_data.csv,1000,10,Round,0.871,0.8061855670103093,0.9320388349514563,0.944724251826644,11
simulate0_10_0_6_data.csv,1000,10,Round_Med,0.862,0.7896907216494845,0.9300970873786408,0.9217495746171555,11
simulate10_0_5_2_data.csv,1000,10,CPA,0.572,0.896551724137931,0.2564102564102564,0.6261187192689767,4
simulate10_0_5_2_data.csv,1000,10,LR,0.617,0.6673427991886409,0.5680473372781065,0.6609715504238831,11
simulate10_0_5_2_data.csv,1000,10,Round,0.585,0.30628803245436104,0.8560157790927022,0.6261187192689767,4
simulate10_0_5_2_data.csv,1000,10,Round_Med,0.592,0.3793103448275862,0.7988165680473372,0.6572508211609476,9
simulate10_0_5_3_data.csv,1000,10,CPA,0.572,0.8482328482328483,0.3159922928709056,0.6315539639239061,5
simulate10_0_5_3_data.csv,1000,10,LR,0.611,0.5696465696465697,0.649325626204239,0.649954534347598,11
simulate10_0_5_3_data.csv,1000,10,Round,0.601,0.4490644490644491,0.7418111753371869,0.627349893245847,4
simulate10_0_5_3_data.csv,1000,10,Round_Med,0.594,0.3388773388773389,0.8304431599229287,0.6498964504744852,9
simulate0_10_10_10_data.csv,1000,10,CPA,0.743,0.7924528301886793,0.6978967495219885,0.8195281215051048,11
simulate0_10_10_10_data.csv,1000,10,LR,0.766,0.7274633123689728,0.8011472275334608,0.8362374785045155,11
simulate0_10_10_10_data.csv,1000,10,Round,0.744,0.5828092243186582,0.8910133843212237,0.8195281215051048,11
simulate0_10_10_10_data.csv,1000,10,Round_Med,0.758,0.660377358490566,0.847036328871893,0.8178946651113757,10
simulate50_50_5_3_data.csv,1000,100,CPA,0.813,0.8613861386138614,0.7636363636363637,0.9032543254325432,58
simulate50_50_5_3_data.csv,1000,100,LR,0.874,0.8871287128712871,0.8606060606060606,0.9525992599259927,101
simulate50_50_5_3_data.csv,1000,100,Round,0.788,0.6099009900990099,0.9696969696969697,0.9341894189418941,60
simulate50_50_5_3_data.csv,1000,100,Round_Med,0.86,0.8,0.9212121212121213,0.9395379537953795,72
simulate50_50_5_2_data.csv,1000,100,CPA,0.826,0.8469601677148847,0.8068833652007649,0.9049889566322338,72
simulate50_50_5_2_data.csv,1000,100,LR,0.858,0.8427672955974843,0.8718929254302104,0.9406664502086415,101
simulate50_50_5_2_data.csv,1000,100,Round,0.793,0.9748427672955975,0.627151051625239,0.918417371157369,64
simulate50_50_5_2_data.csv,1000,100,Round_Med,0.856,0.8238993710691824,0.8852772466539197,0.9304508339646692,74
simulate10_0_3_6_data.csv,1000,10,CPA,0.636,0.7995867768595041,0.48255813953488375,0.6855520052533794,7
simulate10_0_3_6_data.csv,1000,10,LR,0.646,0.5640495867768595,0.7228682170542635,0.7016584983022615,11
simulate10_0_3_6_data.csv,1000,10,Round,0.62,0.40082644628099173,0.8255813953488372,0.6813156672432571,6
simulate10_0_3_6_data.csv,1000,10,Round_Med,0.651,0.7045454545454546,0.6007751937984496,0.6981889454801717,9
simulate10_0_3_7_data.csv,1000,10,CPA,0.58,0.8937381404174574,0.23044397463002114,0.6365882914578912,4
simulate10_0_3_7_data.csv,1000,10,LR,0.618,0.6110056925996205,0.6257928118393234,0.657324758997236,11
simulate10_0_3_7_data.csv,1000,10,Round,0.61,0.4857685009487666,0.7484143763213531,0.6457690625865022,5
simulate10_0_3_7_data.csv,1000,10,Round_Med,0.622,0.618595825426945,0.6257928118393234,0.6584480344685102,10
simulate0_10_3_10_data.csv,1000,10,CPA,0.866,0.9107142857142857,0.8205645161290323,0.9378800243215567,10
simulate0_10_3_10_data.csv,1000,10,LR,0.868,0.8888888888888888,0.8467741935483871,0.9427003328213005,11
simulate0_10_3_10_data.csv,1000,10,Round,0.87,0.8888888888888888,0.8508064516129032,0.9392121095750128,11
simulate0_10_3_10_data.csv,1000,10,Round_Med,0.713,0.43253968253968256,0.9979838709677419,0.916804675499232,9
simulate10_10_10_9_data.csv,1000,20,CPA,0.702,0.8775510204081632,0.5333333333333333,0.7797238895558223,10
simulate10_10_10_9_data.csv,1000,20,LR,0.74,0.7448979591836735,0.7352941176470589,0.8070128051220488,21
simulate10_10_10_9_data.csv,1000,20,Round,0.652,0.3877551020408163,0.9058823529411765,0.7841316526610643,11
simulate10_10_10_9_data.csv,1000,20,Round_Med,0.711,0.8591836734693877,0.5686274509803921,0.7999699879951981,14
simulate10_10_10_8_data.csv,1000,20,CPA,0.705,0.8280632411067194,0.5789473684210527,0.78678529708278,16
simulate10_10_10_8_data.csv,1000,20,LR,0.723,0.7292490118577075,0.7165991902834008,0.8043098206141683,20
simulate10_10_10_8_data.csv,1000,20,Round,0.667,0.9268774703557312,0.4008097165991903,0.7848510185466707,14
simulate10_10_10_8_data.csv,1000,20,Round_Med,0.701,0.8280632411067194,0.5708502024291497,0.7956105679217806,17
simulate50_50_3_7_data.csv,1000,100,CPA,0.871,0.9103869653767821,0.8330058939096268,0.9463726247304126,60
simulate50_50_3_7_data.csv,1000,100,LR,0.919,0.9164969450101833,0.9214145383104125,0.9789331743484889,101
simulate50_50_3_7_data.csv,1000,100,Round,0.899,0.8737270875763747,0.9233791748526523,0.9690199624678396,77
simulate50_50_3_7_data.csv,1000,100,Round_Med,0.89,0.9226069246435845,0.8585461689587426,0.967567491867365,72
simulate50_50_3_6_data.csv,1000,100,CPA,0.869,0.9392156862745098,0.7959183673469388,0.9512444977991196,51
simulate50_50_3_6_data.csv,1000,100,LR,0.939,0.9372549019607843,0.9408163265306122,0.9898559423769508,101
simulate50_50_3_6_data.csv,1000,100,Round,0.843,0.9941176470588236,0.6857142857142857,0.9849179671868746,77
simulate50_50_3_6_data.csv,1000,100,Round_Med,0.921,0.8941176470588236,0.9489795918367347,0.9821748699479792,71
simulate50_50_5_9_data.csv,1000,100,CPA,0.852,0.8947368421052632,0.8102766798418972,0.9279576258981294,60
simulate50_50_5_9_data.csv,1000,100,LR,0.884,0.8866396761133604,0.8814229249011858,0.9528812148949449,101
simulate50_50_5_9_data.csv,1000,100,Round,0.753,0.520242914979757,0.9802371541501976,0.9321382279048183,61
simulate50_50_5_9_data.csv,1000,100,Round_Med,0.871,0.8522267206477733,0.8893280632411067,0.9467523323358563,75
simulate50_50_5_8_data.csv,1000,100,CPA,0.829,0.8875968992248062,0.7665289256198347,0.9202203055929272,66
simulate50_50_5_8_data.csv,1000,100,LR,0.872,0.8875968992248062,0.8553719008264463,0.950108911525402,99
simulate50_50_5_8_data.csv,1000,100,Round,0.837,0.9031007751937985,0.7665289256198347,0.9292976007431609,57
simulate50_50_5_8_data.csv,1000,100,Round_Med,0.848,0.8003875968992248,0.8987603305785123,0.9421707828816709,70
simulate10_0_5_8_data.csv,1000,10,CPA,0.614,0.7919191919191919,0.4396039603960396,0.6700170017001701,6
simulate10_0_5_8_data.csv,1000,10,LR,0.666,0.6424242424242425,0.689108910891089,0.707048704870487,11
simulate10_0_5_8_data.csv,1000,10,Round,0.64,0.6808080808080809,0.6,0.6781158115811581,7
simulate10_0_5_8_data.csv,1000,10,Round_Med,0.639,0.6888888888888889,0.5900990099009901,0.6978217821782178,9
simulate10_0_5_9_data.csv,1000,10,CPA,0.637,0.777120315581854,0.49290060851926976,0.6695952406671708,7
simulate10_0_5_9_data.csv,1000,10,LR,0.642,0.6587771203155819,0.6247464503042597,0.694928205928362,11
simulate10_0_5_9_data.csv,1000,10,Round,0.636,0.7731755424063116,0.4949290060851927,0.6680409360234606,7
simulate10_0_5_9_data.csv,1000,10,Round_Med,0.628,0.6646942800788954,0.59026369168357,0.6748042616352805,8
simulate50_50_10_4_data.csv,1000,100,CPA,0.737,0.8249496981891348,0.6500994035785288,0.8325419715109744,43
simulate50_50_10_4_data.csv,1000,100,LR,0.802,0.8028169014084507,0.8011928429423459,0.8763515486557516,101
simulate50_50_10_4_data.csv,1000,100,Round,0.75,0.8028169014084507,0.6978131212723658,0.8349240572660616,46
simulate50_50_10_4_data.csv,1000,100,Round_Med,0.761,0.8672032193158954,0.6560636182902585,0.8689772831821946,77
simulate50_50_10_5_data.csv,1000,100,CPA,0.743,0.8330097087378641,0.6474226804123712,0.825627064357922,38
simulate50_50_10_5_data.csv,1000,100,LR,0.775,0.7902912621359224,0.7587628865979381,0.8620878790911821,101
simulate50_50_10_5_data.csv,1000,100,Round,0.646,0.3533980582524272,0.9567010309278351,0.8136622960664599,35
simulate50_50_10_5_data.csv,1000,100,Round_Med,0.736,0.9281553398058252,0.5319587628865979,0.8577039335401861,74
simulate10_10_0_9_data.csv,1000,20,CPA,0.853,0.9195402298850575,0.7803347280334728,0.9376492890235496,15
simulate10_10_0_9_data.csv,1000,20,LR,0.863,0.8831417624521073,0.8410041841004184,0.9425708171019092,21
simulate10_10_0_9_data.csv,1000,20,Round,0.803,0.6628352490421456,0.9560669456066946,0.9376773433366999,14
simulate10_10_0_9_data.csv,1000,20,Round_Med,0.839,0.7796934865900383,0.9037656903765691,0.9379198127574985,15
simulate0_10_10_6_data.csv,1000,10,CPA,0.707,0.817047817047817,0.605009633911368,0.8015554460641167,11
simulate0_10_10_6_data.csv,1000,10,LR,0.728,0.7110187110187111,0.74373795761079,0.8186260960827435,11
simulate0_10_10_6_data.csv,1000,10,Round,0.707,0.817047817047817,0.605009633911368,0.8015554460641167,11
simulate0_10_10_6_data.csv,1000,10,Round_Med,0.703,0.8918918918918919,0.5279383429672447,0.8089641442242598,11
simulate10_0_5_10_data.csv,1000,10,CPA,0.618,0.8369351669941061,0.3910386965376782,0.6807085495700607,7
simulate10_0_5_10_data.csv,1000,10,LR,0.642,0.6836935166994106,0.5987780040733197,0.7049283968005633,11
simulate10_0_5_10_data.csv,1000,10,Round,0.618,0.8369351669941061,0.3910386965376782,0.6807085495700607,7
simulate10_0_5_10_data.csv,1000,10,Round_Med,0.604,0.3713163064833006,0.845213849287169,0.6781177101380849,8
simulate10_10_0_8_data.csv,1000,20,CPA,0.892,0.9438877755511023,0.8403193612774451,0.963691854767419,17
simulate10_10_0_8_data.csv,1000,20,LR,0.897,0.8897795591182365,0.9041916167664671,0.966061864247457,21
simulate10_10_0_8_data.csv,1000,20,Round,0.864,0.9759519038076152,0.7524950099800399,0.963691854767419,17
simulate10_10_0_8_data.csv,1000,20,Round_Med,0.868,0.9719438877755511,0.7644710578842315,0.9609218436873747,17
simulate0_10_10_7_data.csv,1000,10,CPA,0.737,0.8367768595041323,0.6434108527131783,0.8185722179511821,10
simulate0_10_10_7_data.csv,1000,10,LR,0.752,0.7252066115702479,0.7771317829457365,0.833815827407265,11
simulate0_10_10_7_data.csv,1000,10,Round,0.729,0.8739669421487604,0.5930232558139535,0.8216313505029149,11
simulate0_10_10_7_data.csv,1000,10,Round_Med,0.743,0.6652892561983471,0.8158914728682171,0.8165741719520789,9
simulate10_10_10_3_data.csv,1000,20,CPA,0.693,0.8722986247544204,0.5071283095723014,0.7800127241226157,11
simulate10_10_10_3_data.csv,1000,20,LR,0.73,0.7406679764243614,0.7189409368635438,0.803592363925912,21
simulate10_10_10_3_data.csv,1000,20,Round,0.714,0.6011787819253438,0.8309572301425662,0.780152769497317,12
simulate10_10_10_3_data.csv,1000,20,Round_Med,0.717,0.75049115913556,0.6822810590631364,0.7973803512337998,14
simulate10_10_10_2_data.csv,1000,20,CPA,0.705,0.8194726166328601,0.5936883629191322,0.7872382987065465,11
simulate10_10_10_2_data.csv,1000,20,LR,0.711,0.6997971602434077,0.7218934911242604,0.8090105660709499,21
simulate10_10_10_2_data.csv,1000,20,Round,0.685,0.4421906693711968,0.9211045364891519,0.7898528111509856,11
simulate10_10_10_2_data.csv,1000,20,Round_Med,0.707,0.6734279918864098,0.7396449704142012,0.800520902096811,14
simulate5_5_0_4_data.csv,1000,10,CPA,0.831,0.8755020080321285,0.7868525896414342,0.9051664826637227,8
simulate5_5_0_4_data.csv,1000,10,LR,0.828,0.8413654618473896,0.8147410358565738,0.9110185762972207,11
simulate5_5_0_4_data.csv,1000,10,Round,0.828,0.8293172690763052,0.8266932270916335,0.905304484871758,7
simulate5_5_0_4_data.csv,1000,10,Round_Med,0.798,0.6827309236947792,0.9123505976095617,0.906882510120162,7
simulate5_5_0_5_data.csv,1000,10,CPA,0.795,0.8932806324110671,0.694331983805668,0.8925425261237618,8
simulate5_5_0_5_data.csv,1000,10,LR,0.806,0.7984189723320159,0.8137651821862348,0.9025219631626954,11
simulate5_5_0_5_data.csv,1000,10,Round,0.791,0.6383399209486166,0.9473684210526315,0.8926145364932551,8
simulate5_5_0_5_data.csv,1000,10,Round_Med,0.655,0.3359683794466403,0.9817813765182186,0.8672548847033973,7
simulate50_50_10_9_data.csv,1000,100,CPA,0.755,0.8278529980657641,0.6770186335403726,0.8333513541654153,47
simulate50_50_10_9_data.csv,1000,100,LR,0.789,0.8007736943907157,0.7763975155279503,0.8736459347005139,101
simulate50_50_10_9_data.csv,1000,100,Round,0.698,0.4932301740812379,0.917184265010352,0.8247714357797614,42
simulate50_50_10_9_data.csv,1000,100,Round_Med,0.773,0.851063829787234,0.6894409937888198,0.8673987129121263,77
simulate50_50_10_8_data.csv,1000,100,CPA,0.705,0.793939393939394,0.6178217821782178,0.8044864486448644,38
simulate50_50_10_8_data.csv,1000,100,LR,0.759,0.7595959595959596,0.7584158415841584,0.8454005400540053,101
simulate50_50_10_8_data.csv,1000,100,Round,0.654,0.9373737373737374,0.37623762376237624,0.8066606660666067,39
simulate50_50_10_8_data.csv,1000,100,Round_Med,0.755,0.7515151515151515,0.7584158415841584,0.8425402540254024,79
simulate10_10_0_4_data.csv,1000,20,CPA,0.89,0.9125248508946322,0.8672032193158954,0.9597285502278082,18
simulate10_10_0_4_data.csv,1000,20,LR,0.9,0.8966202783300199,0.903420523138833,0.9628366621198363,21
simulate10_10_0_4_data.csv,1000,20,Round,0.888,0.9204771371769384,0.8551307847082495,0.959146529275054,19
